relative_humidity_set_1,wind_speed_set_1,dew_point_temperature_set_1d,peak_wind_direction_set_1
90,0,48.14,192
91,0,47.45,201
93,0,47.04,216
92,0,47.74,226
54,2,45.99,147
31,2,45.78,170
27,2,46.5,172
25,4,46.19,208
24,5,46.83,214
23,5,45.71,219
24,4,45.12,210
26,5,45.51,220
29,4,46.65,219
40,1,49.9,231
49,1,50.81,203
57,0,51.18,223
59,0,49.29,237
66,0,49.48,225
69,0,48.76,244
72,0,47.98,237
75,0,48.12,233
79,0,47.57,328
81,0,47.27,182
83,0,46.94,179
85,0,46.6,222
85,0,46.6,232
86,0,45.93,236
85,0,46.6,229
51,2,47.26,140
25,1,43.62,94
19,2,42.42,214
18,5,41.03,231
19,5,44.08,222
19,4,44.08,236
20,4,42.91,209
22,5,44.55,223
25,4,45.34,218
31,3,47.54,207
44,1,49.74,230
53,0,51.08,342
58,0,49.77,14
64,0,49.6,180
66,0,48.52,218
70,0,48.19,213
71,0,47.61,327
74,0,47.76,318
76,0,47.5,173
79,1,47.57,12
81,0,46.29,335
82,1,46.62,179
84,1,47.27,159
85,1,48.57,178
56,2,50.7,154
32,2,50.14,170
21,3,43.34,228
21,5,43.34,223
20,5,44.58,219
19,5,42.42,215
18,5,39.38,225
20,4,41.24,213
21,4,39.98,215
24,2,39.15,215
33,0,41.25,206
44,0,43.35,335
47,0,42.33,222
54,0,43.19,188
57,0,42.73,221
62,0,43.05,218
63,0,42.52,16
67,0,42.23,237
70,0,42.42,222
73,0,42.56,189
74,0,41.95,230
76,1,41.69,163
78,0,42.37,158
77,0,42.03,222
42,2,41.23,141
25,2,43.62,123
19,3,40.76,323
18,3,41.86,217
19,5,44.08,212
19,5.99,43.25,221
22,5.99,45.39,208
25,5,47.05,222
26,5,45.51,217
32,2,47.5,214
42,0,48.49,236
52,0,49.63,210
58,0,48.83,223
62,0,46.84,213
68,0,46.45,244
71,0,45.68,231
73,0,44.49,229
70,0,41.46,191
69,0,39.17,346
67,0,36.5,8
67,0,35.54,354
68,0,34.96,339
69,0,35.33,185
70,0,36.66,185
43,0,39.11,158
23,1,38.92,174
15,4,34.8,345
15,4,35.61,342
15,4,35.61,334
15,4,33.99,216
15,5.99,32.37,334
15,3,31.56,336
14,5,27.46,332
15,5,27.51,337
28,1,35.31,335
38,1,37.75,222
45,0,40.28,216
49,2,40.65,162
48,0,37.35,21
53,3,38.04,215
56,1,38.52,175
57,0,38.04,178
52,1,35.69,173
54,0,36.65,7
68,0,41.66,16
69,2,41.09,222
66,0,39.93,220
66,1,44.7,163
50,1,44.88,162
19,4,34.11,331
14,5.99,26.66,332
17,8,30.54,
20,5,35.39,331
32,5,43.1,336
47,5.99,48.76,215
50,3,49.5,219
54,4,49.72,214
56,2,49.77,192
58,4,49.77,213
61,0,50.2,218
63,1,50.12,182
55,1,46.47,341
59,3,48.35,222
63,3,49.17,227
65,2,49.06,221
68,2,49.33,214
68,0,49.33,180
67,2,49.88,218
70,1,50.11,162
72,2,50.88,214
72,2,50.88,220
70,0,51.07,85
66,0,52.34,245
66,1,53.29,148
77,2,55.62,223
74,4,56.46,210
59,3,54.01,338
62,4,53.48,243
74,5,55.49,229
71,2,56.27,212
66,1,56.16,175
77,2,55.62,218
82,0,54.44,210
88,0,54.43,245
91,0,53.38,231
91,1,53.38,174
92,0,52.7,178
92,0,53.69,331
93,0,52,226
95,0,51.59,185
95,1,52.58,244
98,1,54.44,168
98,1,54.44,182
99,1,55.72,190
99,2,56.72,176
99,1,56.72,187
99,1,57.72,165
96,3,56.85,212
93,4,54.98,230
93,4,54.98,215
94,4,54.28,212
94,2,54.28,204
92,4,53.69,236
94,3,53.29,210
92,2,53.69,206
94,0,53.29,202
97,1,52.16,225
98,0,51.45,239
99,0,50.73,176
99,0,49.73,178
99,0,48.73,181
99,0,47.73,223
100,0,47,209
100,0,46,188
100,0,45,239
100,0,44,345
100,0,43,163
100,0,43,232
100,0,43,208
100,0,44,245
100,1,50,147
62,2,51.58,174
47,2,48.76,225
46,4,50.02,214
45,4,51.26,217
43,5,49.12,216
45,4,49.43,223
47,5,49.68,226
52,3,50.56,212
68,2,53.16,224
71,1,52.42,222
81,1,52.15,225
85,0,52.49,237
91,0,52.39,5
93,0,51.01,225
96,0,50.88,226
97,0,50.17,312
98,0,49.45,21
98,0,48.45,150
98,0,47.46,160
99,0,46.73,224
99,1,45.73,222
99,1,45.73,220
99,0,45.73,185
77,2,47.85,148
38,2,44.93,144
32,1,46.62,169
36,5,48.87,216
38,5,52.11,230
39,5,52.82,236
39,5,51.02,223
40,4,49.9,220
42,4,50.31,224
56,2,52.58,237
71,2,53.38,220
75,0,52.96,219
81,0,52.15,207
86,0,51.83,208
89,0,51.79,209
91,0,51.41,339
92,0,50.71,21
92,0,51.7,212
92,0,50.71,208
94,0,50.31,208
96,1,48.89,226
97,1,49.17,243
97,0,49.17,223
97,0,50.17,214
77,2,53.68,145
45,1,52.17,188
36,5,49.76,201
34,5,49.12,225
33,5,50.09,224
35,5,50.78,210
37,5,50.5,226
37,5,49.6,224
38,4,48.52,201
48,2,50.25,217
64,1,51.5,228
68,0,50.28,247
74,0,50.66,225
79,0,49.52,222
82,0,48.58,210
87,0,49.19,261
89,0,47.84,27
92,0,47.74,1
94,0,47.33,238
94,0,46.34,243
94,0,45.34,307
93,0,44.07,213
93,0,44.07,181
93,0,45.06,201
72,1,48.95,148
37,2,46.92,164
33,3,50.09,148
34,5,50,214
31,5,50.17,216
28,4,47.46,213
32,5,48.38,190
34,5,49.12,220
38,4,49.42,212
44,3,49.74,208
64,2,52.45,247
67,0,50.84,228
72,0,49.91,175
77,0,48.83,171
80,0,47.91,339
84,0,47.27,198
87,0,47.23,234
89,0,46.85,329
90,0,45.17,3
90,0,44.19,221
89,0,42.9,222
86,0,41.02,237
86,0,41.02,6
88,1,42.6,217
61,2,44.52,156
30,3,41.43,152
23,3,42.31,212
23,4,43.16,233
21,4,42.5,213
22,5,42.86,212
23,5,42.31,219
25,4,43.62,222
30,4,44.92,217
38,3,45.83,210
54,2,48.79,227
58,0,47.89,229
63,0,47.27,311
67,1,47.01,10
70,1,47.23,165
72,1,47.98,185
76,0,48.47,224
75,1,48.12,174
78,0,48.2,184
80,1,48.89,218
82,0,50.53,161
80,1,50.84,231
81,1,52.15,134
81,1,55.08,170
81,1,56.06,95
83,2,57.72,159
95,0,60.54,42
90,2,64.94,180
64,1,61.01,82
56,0,60.07,332
56,0,60.07,178
53,0,58.53,213
70,0,61.64,1
80,0,61.56,15
88,0,61.33,230
90,1,60,212
93,0,59.94,162
95,0,59.54,330
96,0,58.85,238
96,0,57.85,228
97,0,57.14,7
97,0,57.14,337
97,1,57.14,221
97,1,56.15,335
97,0,56.15,7
96,0,55.86,182
95,0,56.56,163
8,0,0.87,
74,2,61.29,163
63,1,59.62,126
46,2,61.02,145
38,5,56.6,215
36,5,55.11,228
37,5.99,55.86,219
38,5,53.91,216
38,4,53.01,217
40,3,52.61,214
51,3,53.75,219
62,1,54.43,212
67,0,53.71,254
72,0,52.8,10
79,0,53.41,226
79,0,52.44,221
81,0,52.15,226
84,0,52.17,247
86,0,51.83,234
88,0,51.48,179
90,0,51.1,261
91,0,50.42,237
92,0,50.71,169
93,0,51.01,222
93,0,52,228
76,0,56.23,172
48,2,56.7,161
40,4,54.41,201
39,5,53.72,220
34,5,52.66,218
34,5,52.66,209
36,4,51.54,240
35,4,49.89,212
32,4,45.74,220
43,2,48.21,228
57,2,49.31,227
59,0,47.41,231
66,0,47.57,218
69,0,46.84,228
70,0,46.27,222
76,0,46.53,222
78,0,46.26,174
82,0,46.62,179
83,0,45.97,177
85,0,45.62,207
86,0,44.95,206
88,0,45.56,220
89,0,45.86,343
90,0,47.15,182
70,2,50.11,151
41,2,50.56,170
32,5,46.62,227
29,5,46.65,224
26,5,45.51,219
25,4,44.48,206
27,4,43.04,220
29,5,44.04,234
32,4,43.98,221
42,3,46.68,223
48,0,46.57,224
56,0,46.02,227
63,0,46.32,1
68,0,46.45,327
72,0,46.06,224
75,0,46.18,327
77,0,45.91,232
80,0,45.96,172
82,0,45.64,319
85,0,45.62,245
87,0,45.26,259
89,0,44.88,152
90,0,46.16,2
90,0,47.15,202
71,2,51.46,152
40,2,49.9,155
32,4,47.5,209
29,5,46.65,223
26,5,45.51,235
26,5.99,44.64,222
27,4,43.91,222
28,4,43.99,211
31,4,44.03,210
39,2,45.62,207
52,0,47.77,235
57,0,48.37,202
64,0,47.69,162
69,0,46.84,180
73,0,46.42,181
74,0,45.82,174
77,0,45.91,219
81,0,46.29,353
83,0,45.97,351
87,0,46.24,194
89,0,45.86,219
92,0,46.75,10
92,0,46.75,233
92,0,47.74,233
65,2,50.02,136
51,0,48.18,164
32,3,49.26,160
26,4,45.51,221
23,4,44.86,221
24,5,45.12,220
27,3,45.63,197
27,3,45.63,236
35,3,47.23,6
58,1,55.42,22
66,0,54.25,16
72,0,53.77,166
78,0,54.04,79
78,0,52.09,342
78,0,50.15,1
80,0,49.86,242
80,0,48.89,176
81,1,47.27,180
80,0,45.96,330
82,0,45.64,181
81,0,45.31,203
80,0,44.01,235
82,0,44.66,196
82,0,47.6,213
61,1,48.3,147
50,2,54.13,86
36,0,49.76,80
22,4,42.86,213
24,2,44.27,214
22,3,43.7,213
29,3,46.65,220
42,2,50.31,16
57,0,54.94,146
69,0,56.44,10
77,0,55.62,12
80,0,53.76,173
83,0,52.82,3
83,0,51.84,218
80,0,49.86,355
80,0,48.89,
80,0,47.91,332
80,0,46.93,188
80,0,47.91,227
78,0,48.2,236
78,0,48.2,225
80,0,47.91,21
83,0,47.92,11
84,0,52.17,194
64,2,53.4,156
45,1,53.09,177
63,0,56.77,173
57,1,59.63,198
26,3,48.95,222
22,3,43.7,352
24,3,43.42,243
27,4,44.77,216
29,4,44.91,218
37,0,45.13,223
49,1,46.19,225
54,0,45.99,212
60,0,45.97,214
61,0,44.52,230
63,0,43.47,27
66,0,44.7,259
64,0,43.89,333
66,0,43.75,234
65,0,43.35,198
69,0,43.97,348
71,0,43.76,232
73,0,43.53,227
76,0,45.56,207
79,0,46.6,135
60,2,49.75,168
39,2,50.12,181
32,3,47.5,227
30,5,48.42,217
28,5,48.33,228
35,5,51.67,218
37,5,51.39,226
44,4,53.39,218
48,3,53.93,222
59,2,54.95,210
64,1,54.35,165
69,0,53.56,159
74,0,52.59,225
76,0,51.38,241
81,0,52.15,202
85,0,51.51,216
89,0,50.8,214
91,0,50.42,200
93,0,49.03,197
94,0,49.32,201
95,0,48.61,233
95,0,47.61,220
94,1,47.33,167
93,1,48.03,222
66,2,51.38,162
51,4,52.82,238
50,5,53.21,230
48,4,54.86,218
46,5.99,54.6,203
47,5,55.2,225
49,5,54.5,212
49,5,52.65,226
52,5,52.42,227
57,4,51.18,229
62,3,50.64,207
69,3,50.68,217
73,0,50.29,162
78,0,50.15,167
84,0,50.21,220
88,1,49.5,218
90,0,49.13,13
92,0,48.73,214
94,0,48.32,214
95,0,47.61,224
97,0,48.18,245
97,0,46.18,227
97,0,46.18,26
97,0,47.18,75
78,1,52.09,134
48,3,51.17,153
48,3,53.01,229
47,5,54.28,220
43,5,53.67,214
42,5.99,53.03,221
44,5.99,52.48,228
45,5,52.17,212
48,3,52.09,200
53,3,51.08,216
57,4,50.24,215
66,0,50.43,207
72,0,49.91,336
78,0,49.17,216
82,0,49.55,216
83,1,48.9,242
88,0,49.5,247
90,0,48.14,196
93,0,48.03,193
95,0,48.61,195
95,0,47.61,215
95,0,46.62,165
95,0,46.62,171
95,0,46.62,146
71,1,49.53,148
44,3,49.74,202
45,5,50.34,216
42,5.99,51.21,210
39,5.99,50.12,222
38,5,49.42,219
41,4,48.75,226
43,3,49.12,219
48,4,49.33,229
54,4,49.72,215
60,2,49.75,215
69,2,48.76,216
71,1,48.57,220
79,0,49.52,11
81,0,48.24,182
86,0,47.9,233
90,0,47.15,236
92,0,45.76,245
94,0,46.34,219
94,1,45.34,161
93,2,44.07,186
92,0,43.78,175
89,1,44.88,180
84,0,46.29,181
70,0,48.19,163
64,3,51.5,175
55,4,49.28,228
64,4,51.5,224
87,2,53.13,158
87,3,54.12,164
70,1,50.11,350
76,0,52.35,130
63,4,49.17,230
74,0,50.66,205
79,1,49.52,219
86,1,49.87,230
93,0,50.02,5
96,0,48.89,23
96,0,46.9,340
97,0,45.19,328
97,0,43.19,188
96,0,41.92,341
95,0,39.66,233
93,0,37.12,336
91,0,35.57,327
88,0,33.73,346
85,0,33.84,172
85,0,33.84,233
67,2,38.41,181
38,2,37.75,171
22,3,29.34,222
28,5,37.05,222
35,5,43.67,221
36,5,44.41,214
40,5,46.29,220
42,5,45.77,221
49,5,47.11,216
57,2,47.43,207
66,1,47.57,226
73,0,47.39,324
79,0,46.6,173
83,1,45.97,218
87,1,45.26,204
92,0,44.77,212
93,0,44.07,223
94,1,42.36,159
95,0,41.65,164
96,0,40.93,180
95,0,38.67,341
94,0,37.4,183
93,0,36.13,13
92,0,35.85,187
66,1,39.93,161
,,,
25,2,34.2,236
28,4,38.78,219
30,5,40.55,219
29,5,40.55,226
30,4,40.55,216
33,4,41.25,216
36,4,40.84,223
47,2,43.25,218
54,1,42.25,214
63,0,42.52,14
70,0,42.42,8
76,0,41.69,228
79,0,40.75,206
84,0,40.4,229
85,0,39.73,213
85,0,37.76,182
83,1,36.17,218
84,1,35.5,231
83,0,34.21,346
85,0,33.84,350
87,0,33.44,324
86,0,34.13,186
60,2,37.47,161
29,1,35.33,162
21,3,32.41,159
25,5,37.62,217
27,5.99,41.31,215
26,5.99,39.48,223
27,5.99,39.58,212
29,5,39.68,220
32,4,39.58,225
45,1,43.03,209
51,0,41.69,216
63,0,42.52,324
68,0,41.66,178
74,0,40.99,217
76,0,39.75,210
76,0,37.81,222
77,0,36.2,221
76,0,33.93,222
77,0,33.29,17
77,0,32.32,348
81,0,32.62,16
85,0,33.84,15
84,0,33.54,333
85,1,34.82,217
55,1,36.19,155
26,2,32.6,188
22,5,32.72,216
24,5,36.59,217
23,5,38.07,220
22,5,36.94,217
24,5,36.59,235
27,5,37.86,216
33,4,40.37,223
42,3,43.05,218
52,1,43.13,214
62,0,44,21
70,0,43.39,217
74,0,41.95,342
76,0,40.72,225
79,1,39.78,215
81,0,38.48,175
79,1,36.86,207
80,1,35.23,184
76,0,32.96,184
76,0,31.99,203
77,0,31.35,170
76,0,31.02,215
78,0,32.64,187
54,1,35.72,
28,1,33.58,165
26,3,36.04,237
23,4,35.52,216
21,5,34.93,223
24,5,38.3,204
26,5,37.76,216
31,4,40.52,213
43,1,45.48,219
52,2,45.92,227
60,1,47.86,208
67,1,46.06,16
77,0,46.88,159
80,0,44.98,171
86,0,44.95,178
87,1,44.27,181
88,1,42.6,185
91,0,42.5,223
92,0,42.79,21
91,1,41.51,178
91,0,39.53,226
89,0,38.95,338
88,1,37.68,179
87,0,38.37,331
63,1,41.58,163
34,2,40.25,172
25,3,35.91,221
28,4,41.39,221
30,5.99,44.05,199
32,5,45.74,216
35,5,45.45,207
37,4,46.02,211
42,3,45.77,212
45,2,44.86,214
55,1,45.54,214
61,0,44.52,221
68,0,44.54,2
75,0,44.24,217
80,0,44.01,333
83,0,43.03,220
86,0,42.98,188
88,0,42.6,181
89,0,41.92,330
92,0,41.8,205
93,0,42.08,325
93,1,41.09,334
93,1,41.09,160
94,0,42.36,186
70,2,44.35,151
40,2,44.48,156
33,3,41.25,209
35,5,45.45,209
33,5,45.67,203
33,5,45.67,216
37,5,46.92,216
40,4,47.19,219
46,3,47.27,189
55,2,48.35,219
61,0,46.41,214
68,0,46.45,354
74,0,45.82,355
78,0,45.28,186
84,0,45.3,187
87,0,44.27,24
89,0,43.89,218
92,0,43.78,244
94,1,43.36,174
95,0,42.64,180
95,0,41.65,335
96,0,41.92,37
96,0,41.92,223
94,0,43.36,160
78,1,47.23,160
50,3,45.8,171
43,5,46.39,146
37,5.99,45.13,228
35,4,45.45,223
40,5,45.38,213
44,5,46.09,213
,,,
46,4,43.6,214
50,4,43.03,216
56,3,44.14,218
61,0,43.57,227
71,1,44.72,221
73,0,44.49,343
90,2,49.13,201
97,1,51.17,215
98,1,51.45,238
98,0,51.45,
98,0,51.45,180
95,2,48.61,219
97,2,48.18,226
96,1,48.89,228
94,0,49.32,337
83,3,47.92,251
73,2,46.42,227
70,2,46.27,209
66,2,44.7,222
64,3,45.79,213
90,4,47.15,223
95,1,46.62,213
96,0,47.9,164
96,1,46.9,174
97,0,47.18,224
97,0,46.18,133
98,0,46.46,136
98,0,45.46,138
98,0,44.46,238
99,0,42.73,220
99,0,43.73,258
99,0,43.73,186
99,0,43.73,171
99,0,44.73,7
99,1,44.73,173
99,0,44.73,3
99,1,43.73,218
99,0,44.73,167
99,0,44.73,174
99,0,46.73,218
79,2,49.52,158
65,5,44.3,208
61,5.99,43.57,214
66,5,45.66,215
70,4,45.31,206
75,3,46.18,198
73,0,46.42,200
82,0,47.6,227
83,0,46.94,156
82,0,46.62,152
95,0,48.61,174
97,0,49.17,93
98,0,49.45,154
98,0,49.45,239
98,0,48.45,75
99,0,48.73,215
99,0,45.73,226
99,0,44.73,25
99,0,44.73,174
99,1,43.73,11
99,0,42.73,216
99,0,42.73,164
99,2,46.73,170
84,3,50.21,214
62,4,46.84,203
62,5,45.9,229
62,5,45.9,224
62,4,46.84,222
64,4,46.74,217
69,2,47.8,214
73,0,48.36,215
88,0,49.5,196
92,0,48.73,174
95,0,47.61,219
96,0,46.9,224
97,0,46.18,183
98,0,44.46,208
98,0,43.46,220
98,1,42.47,244
99,0,41.74,27
99,0,40.74,224
99,0,40.74,333
99,0,39.74,165
99,0,38.74,1
99,0,38.74,226
99,0,39.74,333
98,1,45.46,185
64,2,46.74,164
52,2,46.85,161
46,5,46.35,225
45,4,47.6,230
43,4,47.3,216
46,4,47.27,220
48,3,47.49,212
64,0,50.55,216
79,2,50.49,222
86,0,49.87,248
94,0,48.32,337
95,0,46.62,219
96,0,45.91,234
97,0,45.19,219
98,0,44.46,355
98,0,44.46,333
98,0,43.46,244
98,1,42.47,226
99,0,42.73,180
99,0,41.74,232
99,0,41.74,173
99,0,42.73,316
98,1,48.45,227
61,3,50.2,151
47,2,47.84,166
32,4,43.98,222
31,4,44.03,216
30,3,44.92,214
33,4,44.79,213
38,3,45.83,235
53,2,49.22,217
65,1,49.06,213
,,,
76,0,46.53,250
84,0,47.27,303
87,0,46.24,339
90,0,46.16,239
92,0,45.76,208
93,0,45.06,238
94,0,44.35,349
95,0,43.64,343
96,0,42.92,213
96,0,42.92,337
97,0,42.2,242
97,0,42.2,345
97,0,42.2,1
92,0,46.75,138
52,2,47.77,163
40,3,46.29,163
30,3,44.92,222
29,4,44.91,218
26,4,43.78,217
28,4,43.99,219
31,3,44.03,229
49,1,49.88,212
63,0,50.12,232
69,0,48.76,18
76,0,48.47,245
80,0,47.91,241
83,0,45.97,223
86,0,45.93,245
89,0,45.86,232
91,0,45.47,248
93,0,45.06,225
94,0,44.35,338
96,0,43.91,12
97,0,44.19,23
97,0,43.19,333
98,0,43.46,233
98,0,44.46,239
92,1,48.73,181
51,2,50.04,164
39,2,46.52,176
30,2,46.67,235
25,4,43.62,216
23,5,42.31,214
22,4,40.32,222
29,4,44.04,219
45,1,48.51,199
59,0,49.29,219
66,0,48.52,28
72,0,47.98,183
76,0,47.5,188
77,1,45.91,216
79,0,44.65,195
81,0,44.34,237
83,0,44.01,218
85,0,43.66,341
88,0,43.59,7
89,0,42.9,183
89,0,41.92,233
89,0,41.92,339
88,0,41.62,350
88,0,42.6,227
81,0,46.29,169
47,2,47.84,161
35,3,44.56,168
24,3,40.86,170
19,4,38.27,214
19,4,39.1,211
21,4,39.14,216
28,3,43.99,228
36,3,44.41,219
53,2,46.42,231
60,0,45.97,218
64,0,44.84,217
70,0,45.31,32
73,0,44.49,229
72,0,44.13,179
73,1,42.56,184
74,0,41.95,182
76,0,41.69,3
79,0,41.73,232
81,0,41.41,4
83,0,41.07,331
84,0,40.4,195
85,0,40.71,0
86,0,41.02,182
79,1,44.65,180
44,2,45.18,154
34,2,44.69,159
24,2,41.71,174
20,3,40.4,218
19,5,39.1,217
23,4,41.46,223
27,3,42.18,218
41,1,46.94,212
54,1,46.92,221
60,0,45.97,19
65,0,45.25,223
67,0,44.15,184
71,0,43.76,9
74,0,42.92,1
75,1,42.31,219
77,0,42.03,216
79,0,41.73,240
81,1,41.41,339
83,0,41.07,200
85,1,40.71,182
86,0,41.02,224
86,1,42.98,175
83,0,44.01,171
73,0,46.42,160
58,2,48.83,167
42,2,46.68,231
32,4,43.98,228
32,3,43.98,349
34,4,44.69,339
39,2,45.62,249
44,3,46.09,314
47,2,46.01,208
53,3,45.49,218
58,1,46.01,214
64,1,43.89,229
70,0,43.39,186
78,0,43.34,213
81,0,42.38,232
85,1,41.69,175
85,0,42.67,246
86,0,41.02,2
84,0,39.42,242
82,0,37.82,246
82,0,36.84,216
84,0,36.48,12
87,0,36.4,174
88,0,36.69,211
84,0,37.46,194
43,2,37.29,164
42,2,43.05,233
41,4,45.13,220
44,5,47,200
48,4,49.33,207
61,5,51.14,210
65,5,50.97,214
66,2,50.43,209
73,2,50.29,220
76,2,50.41,207
81,2,50.2,218
80,2,49.86,149
80,2,48.89,161
81,1,48.24,164
68,3,44.54,213
60,2,39.36,194
73,0,40.63,181
76,0,41.69,211
84,0,41.38,245
90,0,41.22,339
93,0,40.1,178
95,0,39.66,203
96,0,40.93,16
96,2,41.92,162
65,3,44.3,167
59,5,44.58,223
54,5.99,45.05,208
45,5.99,42.11,226
45,5,41.2,218
46,5,40.85,212
53,4,40.83,216
67,2,42.23,219
72,0,42.2,222
81,0,42.38,340
87,0,42.3,172
89,0,40.93,327
91,0,39.53,151
92,0,38.83,156
94,0,38.39,224
95,0,37.67,182
95,0,36.68,237
92,0,33.87,227
90,0,32.33,226
89,0,31.06,7
87,0,30.49,236
86,0,30.2,1
85,0,30.89,229
43,3,31.83,154
29,3,28.36,202
29,3,31.84,213
31,5.99,35.26,216
33,4,36.83,225
35,4,37.44,220
42,5,40.32,220
49,3,41.58,217
65,0,42.39,220
74,0,41.95,246
80,0,42.06,334
82,0,40.75,221
86,0,40.03,229
90,0,40.23,23
92,0,39.82,215
94,0,38.39,213
95,0,38.67,229
95,0,37.67,191
97,0,38.21,251
96,0,36.95,230
96,0,36.95,226
96,0,36.95,217
90,0,40.23,165
82,1,41.73,183
56,2,41.33,162
39,2,38.42,172
25,5,33.34,217
22,5,31.03,223
21,5,29.05,224
25,3,30.77,209
28,2,31.84,219
37,1,34.39,212
44,2,34.23,212
55,0,35.25,227
62,0,35.47,24
68,0,35.92,177
74,0,36.15,9
76,0,34.9,340
79,0,34.91,181
82,0,33.91,186
84,1,33.54,3
85,0,33.84,1
88,0,33.73,9
89,0,33.03,175
90,0,33.32,15
91,0,33.6,13
88,0,34.72,168
87,0,35.41,251
48,1,35.51,159
30,3,30.93,159
22,3,30.18,156
22,3,31.87,226
25,5,35.05,199
25,5,34.2,211
26,3,33.46,250
42,1,38.51,220
53,1,38.97,226
66,0,40.89,236
70,0,39.54,346
75,0,38.43,181
77,0,38.14,185
79,0,37.83,233
82,0,36.84,345
85,0,36.78,188
85,0,35.8,226
87,0,36.4,13
88,0,35.7,180
89,0,35.99,335
88,0,35.7,228
88,0,35.7,227
88,0,35.7,347
88,0,37.68,162
54,2,42.25,166
38,2,40.45,165
28,2,38.78,219
23,2,36.37,216
23,3,36.37,217
26,3,38.62,229
34,2,42.03,195
47,0,43.25,243
62,0,44.95,203
76,0,46.53,203
78,0,44.31,236
83,0,44.01,239
86,0,42.98,5
85,0,41.69,200
89,0,41.92,222
91,0,41.51,237
90,0,40.23,238
91,0,39.53,322
93,0,39.11,338
92,0,38.83,349
91,0,38.54,10
89,0,37.97,330
90,0,39.24,211
88,0,39.65,222
56,2,44.14,161
39,2,42.02,167
24,5,38.3,228
22,4,37.79,220
23,5,37.22,221
24,4,36.59,220
32,3,41.34,221
46,0,45.44,221
59,0,44.58,4
68,0,44.54,230
72,1,43.17,226
75,0,41.34,347
76,1,39.75,219
80,0,40.11,233
82,1,38.8,157
81,0,37.5,184
81,0,35.55,219
79,0,33.94,332
78,0,33.61,220
76,0,31.99,223
76,0,31.02,179
77,0,31.35,210
77,0,31.35,185
79,1,33.94,184
47,1,37.74,169
28,1,33.58,180
23,2,33.82,328
21,3,34.09,190
24,4,37.44,230
26,4,38.62,239
31,3,40.52,227
48,0,44.72,175
62,0,45.9,221
75,0,47.15,20
,0,,
84,0,45.3,179
87,0,44.27,170
86,0,42.98,220
88,0,41.62,8
88,0,41.62,256
84,0,39.42,339
80,0,37.18,226
77,1,36.2,225
76,0,34.9,338
75,1,34.56,178
75,0,34.56,210
76,0,34.9,340
78,0,36.53,235
50,1,42.1,170
31,2,37.89,169
20,2,34.55,166
15,4,33.18,215
14,5,30.68,212
16,5,32.33,213
24,3,38.3,227
37,2,40.65,172
49,0,42.5,215
63,0,41.58,20
67,0,41.28,14
73,0,41.6,196
73,0,39.67,219
77,0,40.09,184
75,1,38.43,227
77,0,38.14,223
78,0,37.5,212
79,0,37.83,175
79,0,36.86,181
79,0,35.89,235
78,0,35.56,180
79,0,37.83,178
79,0,38.81,186
53,1,43.63,168
35,1,41.89,161
23,1,37.22,170
16,4,34.78,195
15,5,32.37,209
20,3,37.9,221
24,3,37.44,223
36,1,40.84,219
48,0,41.96,221
54,0,41.32,23
58,0,40.37,204
61,0,38.84,128
63,0,38.73,199
63,0,37.78,207
65,0,37.63,193
66,0,37.07,167
67,0,36.5,177
66,0,35.16,194
67,0,35.54,191
67,0,34.59,201
68,0,34,347
68,0,34,193
70,0,35.7,4
74,0,38.09,245
50,1,43.03,158
36,2,42.62,171
21,3,37.45,229
21,4,39.14,223
21,4,39.14,226
23,4,38.92,244
27,4,40.45,209
36,2,40.84,214
49,2,42.5,219
54,0,42.25,241
59,0,41.75,216
63,0,40.63,249
68,0,40.71,219
70,0,40.5,220
73,0,39.67,218
75,0,39.4,226
78,0,39.45,234
80,0,39.13,189
80,0,38.16,214
83,0,39.11,8
83,1,38.13,239
84,0,38.44,182
84,0,39.42,223
84,0,41.38,327
58,1,46.01,178
40,2,43.58,173
33,5,44.79,218
31,5,44.91,220
32,5.99,43.98,215
35,5,45.45,213
42,2,45.77,223
48,0,46.57,223
58,2,46.01,228
65,0,46.2,88
73,0,45.46,23
79,0,44.65,229
83,0,44.01,220
87,0,44.27,17
89,0,42.9,221
91,0,43.49,180
92,1,41.8,333
93,0,42.08,8
93,0,40.1,218
94,0,39.38,6
93,0,39.11,241
94,0,40.38,219
90,0,41.22,12
89,0,41.92,175
,1,,
60,4,48.8,215
61,5,48.3,240
66,5.99,46.61,220
66,5,46.61,218
63,4,44.42,218
64,0,44.84,224
62,0,44,210
73,0,46.42,257
77,0,46.88,226
84,0,46.29,197
87,0,46.24,326
88,0,45.56,246
92,0,43.78,216
95,0,42.64,216
96,0,41.92,187
97,0,41.2,232
97,0,40.2,1
98,0,39.47,215
98,0,38.48,330
98,1,37.48,333
98,1,38.48,175
98,0,39.47,169
82,2,44.66,170
50,4,42.1,243
44,5,42.44,218
43,3,44.57,225
45,5,44.86,218
49,4,46.19,221
57,4,47.43,200
68,3,49.33,208
80,1,48.89,184
85,0,46.6,177
89,1,45.86,216
94,0,46.34,246
95,0,45.63,221
97,0,45.19,15
97,0,43.19,342
97,0,41.2,176
98,1,40.47,216
98,1,38.48,208
98,0,38.48,20
98,0,36.48,176
98,0,35.48,225
97,0,34.22,219
95,0,33.69,184
93,1,34.15,219
69,1,37.25,161
38,3,33.27,184
29,2,32.71,226
29,3,36.2,233
38,5,42.24,205
44,4,44.27,220
