relative_humidity_set_1,wind_speed_set_1,dew_point_temperature_set_1d,peak_wind_direction_set_1
30,5.99,41.43,242
36,5.99,45.3,219
41,5.99,46.94,216
45,4,47.6,208
50,3,47.65,231
58,3,46.95,210
65,0,47.16,192
71,0,45.68,216
78,0,45.28,6
82,0,44.66,223
85,1,44.64,218
88,0,44.58,232
88,0,42.6,349
90,0,42.21,244
91,0,41.51,188
91,1,41.51,217
91,1,40.52,341
90,0,39.24,348
87,1,38.37,344
85,1,37.76,204
84,0,38.44,213
47,2,39.57,166
31,2,37.01,170
17,4,26.44,229
20,5.99,32.05,220
25,5.99,36.77,222
27,4,37.86,220
32,3,40.46,228
43,2,42.75,177
50,0,43.03,232
59,0,43.64,246
64,0,42.94,222
72,0,43.17,227
74,0,41.95,234
78,0,41.39,195
78,0,40.42,218
78,1,39.45,183
77,0,38.14,234
72,0,36.42,237
72,0,35.45,224
72,0,34.49,185
69,0,33.41,211
70,0,33.78,220
68,0,36.88,184
63,0,39.68,180
51,0,42.62,165
29,3,35.33,179
19,2,30.78,165
15,5,28.32,210
16,5.99,29.88,217
19,5.99,32.45,196
23,5,34.67,239
33,2,36.83,226
41,1,37.89,248
48,0,38.28,224
53,0,37.11,214
57,0,37.1,226
61,0,36.95,224
61,1,35.06,223
63,0,34.93,31
66,0,35.16,13
68,0,34.96,239
70,0,33.78,230
72,0,33.53,335
72,0,32.56,229
69,0,31.5,226
70,0,30.9,219
70,0,31.86,181
72,0,33.53,176
42,2,35.79,173
25,2,32.48,165
17,4,30.54,162
16,4,31.51,218
15,5,29.13,210
18,4,31.94,215
26,4,37.76,220
35,2,39.22,224
45,1,39.37,244
51,0,39.84,8
57,0,39.92,241
61,0,38.84,201
64,1,38.18,230
66,0,37.07,8
69,0,36.29,216
70,0,35.7,223
71,0,35.1,213
70,0,33.78,184
65,0,30.96,216
63,0,29.23,188
61,0,28.44,222
60,0,28.03,220
62,0,28.84,210
66,0,31.34,208
44,1,36.06,161
25,3,31.63,170
19,5,32.45,224
18,5,31.94,224
19,4,31.62,219
19,4,31.62,215
24,4,34.03,233
33,0,35.95,214
40,0,35.46,221
45,0,34.8,212
50,0,33.77,221
54,0,33.85,219
57,0,33.34,221
58,1,32.84,219
61,0,32.22,4
62,0,31.68,224
65,0,31.91,228
66,0,32.3,332
67,0,31.72,208
70,0,31.86,166
70,0,31.86,229
72,0,32.56,193
74,1,34.22,342
75,1,35.53,171
50,1,38.4,162
32,3,36.94,171
17,5,28.08,239
15,5,27.51,213
15,5,25.89,222
16,5,26.62,212
22,5,30.18,222
30,2,31.81,175
38,2,32.37,229
43,0,32.74,227
47,0,32.22,23
52,0,31.98,342
55,0,31.51,227
56,0,32.9,203
55,0,32.45,183
57,1,33.34,2
57,2,32.4,185
61,1,34.11,179
59,1,34.21,228
57,0,33.34,226
55,1,34.32,184
47,5,34.98,221
53,3,38.97,244
54,2,41.32,212
47,2,39.57,210
60,4,44.08,222
63,5,44.42,218
64,5.99,45.79,223
65,5,44.3,216
61,5,42.63,219
61,3,41.68,217
93,3,46.05,144
89,2,43.89,221
94,1,42.36,240
95,2,39.66,245
96,0,38.94,222
96,0,36.95,222
97,0,36.22,207
97,0,34.22,180
97,0,34.22,199
97,0,32.23,249
97,0,32.23,252
97,0,31.23,247
97,0,30.24,242
97,0,29.24,184
97,0,29.24,184
97,0,30.24,348
97,0,30.24,218
91,1,35.57,176
59,2,34.21,165
27,5,22.3,219
26,5,23.13,230
26,5.99,22.27,239
30,5,24.81,218
32,5,23.73,220
44,2,27.85,224
57,2,28.65,229
61,0,27.49,223
66,0,26.57,225
70,0,27.05,262
74,0,26.49,214
76,0,26.17,224
77,0,25.52,339
79,0,25.17,170
81,0,25.78,183
82,1,25.1,177
84,1,24.71,176
85,1,25,215
,0,,
89,0,26.12,343
87,0,25.57,225
85,0,25.98,180
59,2,25.73,162
32,2,24.61,234
25,4,23.06,200
24,5,24.65,215
24,3,24.65,221
24,4,24.65,215
32,4,28.13,239
38,2,27.88,216
47,1,28.55,214
55,2,28.71,241
60,0,28.03,181
65,0,28.1,260
70,0,28.01,184
74,1,28.42,215
79,0,29.07,5
82,0,29.02,171
84,0,28.63,179
86,0,29.22,220
87,1,28.52,185
91,0,29.64,18
90,0,29.36,246
90,2,29.36,225
90,0,30.35,160
89,0,31.06,215
78,1,37.5,159
48,3,37.35,154
36,5,35.49,233
32,5,34.29,230
30,5,31.81,212
32,5,31.65,220
34,5,31.39,221
37,4,30.81,215
49,2,34.19,212
51,1,32.42,178
60,1,31.81,220
67,0,31.72,212
71,0,31.25,169
75,0,29.72,180
79,0,30.04,161
78,1,27.78,230
78,0,26.81,196
79,0,25.17,185
72,0,21.96,241
71,0,20.66,218
68,0,18.68,187
66,0,17.02,340
65,0,17.62,183
63,0,19.74,233
51,2,22.22,161
27,5,22.3,217
25,5,23.92,231
23,5,24.48,219
23,7,23.64,217
25,5,24.77,192
33,4,28,221
45,5,32.97,218
52,1,32.91,215
60,0,32.75,222
71,0,34.14,244
72,0,31.6,192
77,0,31.35,249
78,0,29.72,175
79,1,29.07,218
81,1,28.71,208
82,0,28.04,226
82,0,27.06,218
83,0,26.38,176
86,0,26.27,205
87,0,25.57,229
86,0,25.29,215
86,0,26.27,233
84,1,26.67,222
66,1,28.48,164
30,3,22.19,170
24,3,22.94,159
27,4,29.22,221
30,5,31.81,224
34,5,33.16,227
37,4,32.6,218
47,2,33.14,214
49,3,32.34,186
55,0,31.51,217
63,0,31.13,199
70,0,31.86,332
74,0,31.32,240
76,0,30.05,216
80,0,30.36,242
82,1,29.99,217
86,0,30.2,337
86,0,29.22,232
88,0,28.8,231
90,0,28.37,209
91,0,28.65,216
93,0,29.19,234
91,0,28.65,185
87,0,29.51,4
73,1,32.91,180
36,2,28.35,178
22,4,23.43,223
21,5,24.01,217
21,4,23.17,228
22,4,22.58,220
23,4,22.79,216
31,3,25.6,230
37,2,26.34,221
42,1,25.8,201
48,0,26.3,12
54,0,26.39,218
61,0,27.49,235
62,0,25.99,211
67,0,25.98,261
70,1,25.13,342
72,0,25.82,158
77,1,26.49,160
75,0,24.88,2
75,0,24.88,15
76,0,24.23,0
78,1,24.86,224
77,0,24.55,7
78,1,26.81,19
70,1,30.9,173
35,3,27.66,168
23,5,24.48,221
21,5,25.69,209
22,5,25.96,220
24,4,26.36,227
32,3,29.01,208
35,2,28.55,210
43,1,29.1,212
53,0,30.59,2
58,0,29.08,184
62,0,28.84,175
67,0,28.85,19
69,0,27.66,17
72,0,27.74,214
77,0,28.43,171
81,0,28.71,3
82,0,28.04,216
82,0,27.06,223
85,0,26.96,215
86,1,27.25,224
87,1,27.54,11
85,0,26.96,239
83,0,27.36,6
75,1,32.62,172
37,3,30.81,170
23,3,26.18,210
21,4,27.37,209
23,5,28.73,213
25,4,29.91,229
34,3,31.39,218
40,2,30.94,239
49,0,32.34,212
57,0,32.4,230
63,0,32.08,11
69,0,31.5,241
73,0,30.98,19
74,0,30.35,246
80,0,31.33,233
82,0,29.99,217
84,1,29.62,226
87,0,30.49,22
88,0,29.79,17
86,0,29.22,336
85,0,28.93,224
83,1,29.32,223
79,0,31.02,12
77,1,34.26,198
65,1,36.68,186
38,1,32.37,163
39,1,34.82,190
29,1,30.97,158
22,2,26.81,232
29,1,31.84,235
36,1,32.81,164
44,1,34.23,210
51,0,34.27,345
62,0,36.42,174
65,0,34.77,206
70,0,34.74,15
71,1,33.17,223
75,0,32.62,345
,2,,
51,1,34.27,182
17,5.99,14.94,339
14,5.99,12.19,7
16,10,12.75,324
22,5,16.67,330
73,5.99,41.6,22
68,1,33.05,183
51,1,35.2,156
42,2,28.53,215
37,4,29.91,219
99,0,30.75,183
57,2,29.59,176
49,2,30.5,190
28,1,22.3,131
32,5,26.37,242
39,5.99,29.42,214
59,5.99,37.04,219
61,5.99,35.06,229
72,2,36.42,222
86,0,36.1,231
93,1,34.15,224
97,0,34.22,
99,2,32.75,162
55,1,31.51,175
43,2,31.83,173
37,5,28.13,231
38,5,29.68,217
48,4,29.99,217
44,4,28.76,218
54,3,30.12,215
73,0,34.84,236
83,0,34.21,180
89,0,34.02,246
94,1,34.42,16
90,0,32.33,242
94,0,33.43,17
95,1,33.69,178
95,1,32.7,346
95,1,33.69,14
95,2,33.69,188
91,1,33.6,158
90,2,33.32,235
94,1,33.43,15
95,1,32.7,218
99,1,34.74,176
100,1,35,244
100,1,36,171
100,1,37,227
100,1,39,79
96,0,39.93,343
100,1,39,175
100,1,41,20
98,0,40.47,180
100,0,38,204
100,1,38,12
,,,
100,0,37,174
84,3,39.42,207
71,4,36.06,214
62,5,35.47,232
59,5,33.27,214
62,4,34.52,217
61,3,32.22,220
71,3,33.17,175
65,2,32.87,244
90,1,35.29,177
98,0,34.48,214
100,0,34,225
100,0,33,329
100,0,32,337
100,0,32,266
100,1,32,229
100,0,32,238
100,0,32,173
100,0,31,201
100,1,32,217
100,0,32,249
100,0,32,172
100,1,33,242
98,1,33.49,10
94,2,34.42,334
99,2,34.74,160
99,2,35.74,185
98,3,38.48,240
66,1,34.2,340
60,2,28.03,14
86,3,33.15,102
98,1,33.49,177
100,0,33,164
79,2,36.86,163
90,3,36.28,184
90,3,38.26,156
88,2,37.68,113
77,3,36.2,217
90,3,37.27,218
98,1,36.48,223
100,0,37,173
100,0,37,160
100,0,35,199
100,1,34,218
100,0,34,213
100,1,33,219
100,0,34,249
100,0,33,231
100,0,33,220
100,0,33,
,0,,
100,0,35,228
,2,,
93,3,35.14,214
91,4,35.57,226
86,3,36.1,241
87,3,35.41,221
90,1,36.28,342
85,4,33.84,224
98,1,34.48,235
,0,,
82,0,27.06,247
49,3,23.11,169
49,4,26.8,218
46,5.99,25.27,218
42,5,25.8,227
45,5,26.57,232
59,5.99,28.56,220
65,5,30.01,223
74,3,31.32,242
79,3,31.02,226
92,0,31.89,215
92,0,30.9,333
93,0,31.17,224
96,1,30.97,215
98,0,29.5,239
99,0,29.75,220
99,0,28.75,237
97,0,28.24,34
90,0,25.41,339
89,1,25.14,327
90,0,24.42,225
90,0,23.43,340
89,0,23.16,245
83,0,22.46,235
69,3,21.9,156
41,3,19.79,161
39,5,22.22,227
35,5,21.44,216
45,5,23.82,223
45,3,22.91,225
61,5.99,26.54,227
81,5,31.64,241
60,2,26.14,327
84,2,30.6,223
73,3,28.08,236
72,3,26.78,232
87,0,27.54,219
91,0,26.67,242
92,1,25.95,246
89,0,25.14,224
84,0,23.73,77
75,0,21.01,186
68,0,17.72,151
56,2,13.22,169
53,3,11.03,200
68,0,14.85,166
60,2,12.92,174
58,1,12.14,156
55,2,15.61,180
32,3,12.28,176
28,5,12.75,176
25,4,11.06,224
23,5,10.05,226
26,5,12.81,205
27,3,11.93,214
38,3,18.91,172
53,5,24.07,223
62,4,25.99,225
73,2,27.12,214
73,2,27.12,223
85,1,27.95,236
68,2,21.55,142
65,1,18.57,142
55,2,15.61,178
64,1,16.31,181
58,1,13.09,3
60,1,12.92,335
59,1,11.59,6
53,1,9.17,205
55,0,10,351
60,0,11.97,19
58,0,11.2,195
48,2,13.41,163
32,3,15.8,170
18,3,8.81,162
21,5,12.24,212
29,5,20.52,218
36,5,24.78,215
36,5,23,224
40,5,25.53,220
49,4,27.73,215
59,1,28.56,231
76,1,30.05,220
79,0,29.07,333
82,0,28.04,345
86,0,27.25,221
88,1,27.82,239
92,0,27.93,239
93,1,27.2,11
91,0,27.66,218
89,1,28.1,218
89,1,29.08,338
89,1,29.08,6
90,2,29.36,14
85,0,28.93,15
77,1,29.4,158
56,1,27.28,215
63,1,32.08,8
24,7,13.56,340
44,2,23.28,23
87,2,33.44,342
98,3,33.49,221
100,0,33,184
100,0,33,341
100,0,32,282
100,0,32,217
100,0,32,6
100,0,32,22
100,0,32,40
100,0,32,26
100,0,32,304
100,0,32,81
100,0,34,251
99,5,30.75,223
99,0,30.75,209
100,0,31,327
100,0,31,328
100,0,31,327
100,0,31,328
100,0,30,327
94,0,32.43,327
77,2,34.26,182
86,1,35.12,154
83,5,32.26,212
77,1,31.35,221
92,1,33.87,91
84,2,32.56,218
81,1,32.62,81
95,1,34.69,176
100,0,34,191
100,2,33,176
100,1,33,96
100,1,33,220
100,0,32,216
100,0,32,246
100,2,32,222
100,0,32,214
100,0,32,225
100,0,32,233
100,0,32,221
100,0,31,188
100,0,31,162
100,0,32,213
96,0,32.96,303
94,3,34.42,156
70,4,31.86,218
55,5,29.64,329
56,7,29.15,224
61,7,31.27,221
65,5.99,30.96,230
67,4,31.72,222
72,3,31.6,217
78,3,32.64,229
91,1,33.6,212
95,1,32.7,222
98,0,33.49,328
99,0,31.75,237
100,1,31,185
100,2,30,180
95,0,27.73,346
95,0,26.73,343
93,0,25.22,345
92,0,23.97,328
88,0,22.89,331
88,0,21.9,330
86,0,21.35,337
83,0,21.48,246
68,2,22.51,174
41,3,23.41,163
30,3,21.32,149
32,4,23.73,213
39,4,28.52,210
47,5.99,31.3,219
53,5,32.45,229
52,5.99,31.98,220
61,3,33.17,237
74,2,35.19,222
83,2,35.19,188
93,1,35.14,341
96,0,33.96,222
99,0,32.75,328
100,0,32,350
100,0,31,340
100,0,30,228
100,0,29,185
100,0,28,8
100,1,28,243
99,0,26.75,228
98,0,26.5,335
97,1,26.25,337
95,0,25.74,178
71,1,26.44,162
38,1,26.98,163
29,3,24,343
29,3,26.62,233
32,4,29.01,222
40,5.99,32.75,226
45,5.99,33.88,220
47,5,34.06,223
57,4,36.16,220
71,2,37.02,217
80,2,36.21,220
88,0,36.69,226
93,0,35.14,222
97,0,34.22,217
99,0,33.74,330
100,0,33,341
100,0,32,247
100,0,31,353
100,0,30,187
100,0,29,172
100,0,29,240
100,0,29,200
100,0,30,201
76,2,31.02,159
48,3,31.83,162
41,4,33.37,244
51,5.99,37.06,220
55,5,37.12,212
62,5,37.37,216
69,4,38.21,221
74,5,39.05,214
74,5,38.09,216
83,3,37.15,228
84,5,38.44,214
80,5.99,36.21,219
80,4,34.26,227
92,5,35.85,228
96,5.99,35.95,220
96,5.99,32.96,215
93,5.99,32.16,220
90,4,30.35,217
87,0,27.54,218
89,0,27.11,179
85,0,25.98,220
88,0,26.83,208
66,0,21.8,208
54,4,19.85,239
45,5,18.34,194
49,5.99,16.65,241
58,3,20.61,161
53,4,18.48,149
61,3,22.76,157
61,2,21.81,224
52,5,18.96,224
54,5,17.99,151
64,2,20.11,223
75,0,22.94,261
80,0,22.55,220
83,0,22.46,1
87,0,22.61,210
83,0,21.48,297
60,0,14.81,161
55,0,11.87,121
50,0,8.79,160
46,0,6.02,227
48,3,6.96,193
50,4,6.94,171
49,3,6.49,179
48,2,6.04,182
52,1,7.81,173
42,3,8.56,161
23,2,4.96,173
20,3,5.29,219
24,5,9.3,196
24,5,10.15,220
30,5,15.2,219
41,5,19.79,219
48,5,22.62,233
53,4,23.14,218
57,4,23.02,224
71,0,25.48,216
76,0,24.23,236
81,0,24.81,221
82,0,24.13,155
86,0,24.3,259
87,0,23.6,336
86,0,23.32,10
83,0,22.46,188
76,0,20.35,245
71,0,17.78,10
71,0,17.78,238
73,0,17.47,6
69,0,17.11,223
66,0,16.07,245
49,3,16.65,164
30,3,15.2,142
31,5,17.71,238
33,5,21.81,224
35,5.99,23.21,218
34,4,24.3,207
40,5,26.43,216
45,5.99,28.4,216
50,4,30.07,215
61,3,31.27,221
76,1,31.99,218
80,0,30.36,332
87,1,30.49,245
90,0,29.36,3
92,0,28.92,165
95,0,28.72,342
96,0,27.99,220
98,0,28.5,348
98,0,27.5,219
98,0,27.5,232
98,0,26.5,339
98,1,26.5,224
96,1,26.99,230
93,1,28.2,174
59,2,25.73,169
37,3,26.34,178
28,3,23.17,163
26,4,23.99,337
29,5.99,26.62,211
29,5.99,26.62,221
32,5,27.25,218
33,5,27.12,225
37,5,28.13,213
55,3,31.51,234
59,2,30.44,214
67,0,31.72,215
77,0,33.29,176
81,0,32.62,176
80,0,32.31,218
83,0,33.23,185
81,1,32.62,184
83,2,33.23,172
84,1,33.54,182
84,1,33.54,220
85,2,33.84,15
85,2,32.86,218
85,0,34.82,3
82,1,34.88,348
62,2,33.58,185
48,2,30.91,2
42,2,29.43,237
55,2,34.32,324
49,3,32.34,342
54,2,33.85,332
60,2,36.53,348
58,1,35.66,13
77,0,40.09,341
82,1,39.77,162
86,1,39.05,238
94,0,39.38,179
95,0,37.67,200
96,0,36.95,223
97,0,36.22,218
98,0,35.48,163
99,0,34.74,219
100,0,35,9
100,0,34,334
100,0,32,180
100,0,31,331
100,0,31,343
100,0,31,231
100,0,32,232
67,2,32.67,164
34,3,26.96,176
31,4,28.24,172
33,5,31.53,160
33,5,32.42,218
35,4,34.78,219
40,4,37.26,205
49,5,41.58,212
58,5,43.19,223
73,2,42.56,221
83,0,42.05,221
89,0,40.93,220
92,0,38.83,221
95,0,38.67,230
97,1,37.21,221
99,1,36.74,231
100,0,37,219
100,0,36,233
100,0,35,186
100,1,34,347
100,1,34,176
100,0,34,116
100,0,34,190
100,0,35,175
75,2,40.37,152
44,3,40.62,176
32,3,37.82,226
31,4,37.89,241
34,4,42.03,230
37,5,44.23,213
39,4,44.72,217
44,4,46.09,217
54,3,47.85,233
67,0,47.97,214
80,0,45.96,211
86,0,43.97,183
90,0,43.2,185
92,0,41.8,232
95,0,41.65,226
97,0,41.2,220
98,0,40.47,333
99,0,39.74,336
100,0,39,220
100,0,38,7
100,0,38,6
100,0,37,349
100,0,38,174
98,0,39.47,341
68,2,41.66,177
40,3,40.87,179
28,3,38.78,163
19,4,32.45,154
20,4,34.55,313
19,3,32.45,328
23,5,34.67,320
29,3,37.07,335
46,2,41.77,220
65,0,42.39,238
78,1,43.34,179
81,1,41.41,355
84,1,40.4,230
88,0,40.63,201
89,0,39.94,183
91,0,39.53,227
92,0,38.83,9
94,1,38.39,162
94,0,37.4,152
96,0,36.95,226
97,1,37.21,169
97,0,37.21,15
93,1,38.11,219
66,3,41.84,177
45,2,42.11,165
41,5,45.13,229
38,4,43.14,220
38,5,44.04,211
46,5,47.27,210
55,5,48.35,222
55,5,47.41,218
57,4,47.43,223
60,3,46.92,218
78,2,47.23,179
84,0,45.3,228
89,0,43.89,342
92,0,42.79,218
96,0,41.92,224
98,0,40.47,216
99,0,39.74,222
99,0,38.74,229
100,0,37,215
100,0,36,239
100,0,35,177
100,0,34,232
100,0,34,241
100,0,36,180
74,2,39.05,181
43,3,37.29,158
37,4,37.07,214
40,3,39.97,211
41,5.99,39.7,226
47,5.99,42.33,221
50,5.99,40.25,217
51,5,38.91,232
49,5.99,36.04,218
53,4,35.25,217
60,3,34.64,213
70,2,35.7,231
77,1,37.17,219
82,0,35.86,184
87,1,35.41,237
91,2,34.58,232
93,0,34.15,238
96,0,33.96,240
97,0,32.23,232
97,1,31.23,214
97,0,30.24,223
94,0,28.46,166
92,0,27.93,227
86,0,27.25,219
46,3,24.35,158
36,3,28.35,164
41,5,32.46,219
43,5.99,34.56,213
42,7,34.88,238
44,5.99,35.14,241
54,8,36.65,213
60,5.99,36.53,227
58,4,34.72,219
59,3,34.21,215
62,3,34.52,224
60,3,31.81,212
70,0,32.82,220
76,0,31.99,338
81,0,31.64,250
85,0,30.89,245
89,0,31.06,224
92,0,30.9,255
95,1,30.71,229
96,0,29.98,245
97,0,30.24,243
97,0,29.24,223
95,0,29.72,216
93,0,30.18,220
49,2,25.88,158
31,2,24.73,167
35,5,29.44,220
33,5,30.65,220
33,5.99,31.53,219
37,5.99,33.49,229
40,5,34.55,213
41,4,34.27,220
43,3,34.56,229
48,3,34.59,219
60,2,35.58,220
65,0,33.82,214
72,1,33.53,225
80,0,34.26,225
84,0,33.54,218
89,0,34.02,238
91,0,32.61,218
93,0,32.16,171
94,0,31.44,221
94,1,30.45,207
95,0,30.71,232
94,1,29.45,242
92,0,29.91,165
88,0,29.79,184
53,2,30.59,161
25,3,25.63,119
26,3,30.02,219
29,5,33.58,215
31,5.99,36.13,214
31,5,37.01,333
33,4,36.83,231
32,5,35.18,216
38,5,37.75,214
46,3,39.02,214
65,0,41.44,182
76,0,41.69,350
78,0,39.45,219
82,0,37.82,215
85,0,36.78,172
87,0,36.4,200
89,0,35.01,242
88,0,33.73,328
89,1,33.03,200
88,0,31.76,229
91,0,31.62,178
90,0,31.34,213
91,0,31.62,331
88,1,32.75,168
54,2,34.79,172
30,3,31.81,228
26,3,31.74,214
29,5,34.45,222
31,5,37.89,218
33,4,38.6,228
39,4,40.22,212
40,5,39.97,213
43,4,39.11,205
48,3,39.2,228
60,3,39.36,219
70,0,39.54,221
77,1,39.12,246
82,0,37.82,219
85,0,37.76,225
89,0,36.98,225
91,0,36.56,184
93,0,36.13,11
93,0,35.14,242
94,0,34.42,218
94,0,34.42,184
94,0,34.42,330
93,0,35.14,5
89,0,35.99,163
54,3,34.79,176
37,5,34.39,208
36,4,34.59,222
35,4,33,216
40,3,34.55,241
43,5,34.56,227
39,2,32.12,240
40,5,33.65,224
51,5.99,35.2,244
57,2,36.16,224
68,2,37.83,236
60,0,33.69,205
74,1,35.19,174
78,1,35.56,48
73,1,34.84,210
70,3,32.82,227
70,2,31.86,225
74,2,32.29,226
78,5,32.64,225
78,3,31.67,223
74,3,30.35,229
96,4,33.96,221
90,5.99,32.33,225
86,3,32.17,218
74,1,31.32,230
71,4,31.25,208
59,4,28.56,163
58,5,29.08,242
54,4,29.19,213
51,4,26.85,225
47,4,26.71,187
45,4,26.57,218
48,4,26.3,207
51,3,25.93,216
54,3,26.39,216
59,3,26.67,206
65,2,28.1,223
69,2,28.62,204
74,1,27.45,160
81,0,27.74,336
83,0,27.36,344
85,0,27.95,349
88,0,26.83,176
92,0,26.94,248
93,0,26.21,310
93,0,26.21,221
87,0,24.58,248
81,1,25.78,218
38,3,18.01,165
26,4,16.25,222
28,5,19.7,218
27,3,22.3,220
25,4,21.34,220
26,4,21.41,321
32,5,24.61,229
36,4,26.56,223
38,5,26.98,227
47,5,29.47,219
53,2,29.66,212
65,0,30.96,216
74,0,31.32,177
78,0,30.7,204
84,0,30.6,221
86,0,30.2,234
88,0,29.79,223
89,0,29.08,11
83,0,27.36,339
80,0,26.45,354
76,0,24.23,349
76,0,23.26,352
74,1,23.59,229
72,0,24.85,233
34,3,20.75,152
20,4,17,151
16,4,15.2,213
24,5,26.36,211
32,5,32.53,224
34,4,33.16,220
38,3,34.16,221
44,2,35.14,219
57,1,36.16,213
66,0,36.11,332
73,0,35.81,330
77,0,35.23,173
81,0,35.55,215
84,1,34.52,211
86,0,34.13,174
87,0,33.44,344
90,1,34.3,324
93,0,34.15,341
94,0,33.43,329
93,0,33.16,351
92,0,33.87,338
91,0,35.57,182
55,3,38.99,162
32,3,36.06,171
31,3,36.13,223
31,4,39.64,214
33,5,40.37,327
33,4,41.25,222
37,4,42.44,222
40,5,43.58,219
47,5.99,45.09,215
54,3,45.05,219
66,1,45.66,214
77,0,45.91,176
86,0,43.97,245
86,0,42,230
88,0,41.62,332
90,0,41.22,214
92,0,39.82,224
93,0,39.11,222
94,0,38.39,228
94,1,37.4,227
94,0,37.4,181
92,0,36.84,224
87,1,38.37,160
49,3,36.96,158
29,3,37.94,219
34,5,42.03,219
36,5.99,45.3,218
39,5.99,45.62,216
44,5.99,47,217
48,5.99,47.49,233
51,5,48.18,227
55,3,47.41,217
63,2,48.22,217
75,0,47.15,211
80,0,45.96,352
85,0,45.62,244
88,0,44.58,218
91,0,43.49,229
93,0,43.07,226
94,0,41.37,232
94,1,41.37,336
94,1,40.38,167
96,0,39.93,344
96,1,39.93,178
95,0,39.66,342
90,1,41.22,160
57,2,40.86,149
43,2,41.84,149
32,5,41.34,230
29,4,38.81,220
41,5,43.32,220
39,4,42.02,242
44,2,44.27,223
47,3,44.17,221
58,2,45.07,240
70,1,46.27,246
77,1,44.94,27
83,0,44.99,260
87,1,43.29,244
91,0,42.5,179
88,0,41.62,333
88,0,40.63,157
79,0,37.83,9
82,1,36.84,188
81,0,35.55,165
84,0,34.52,329
82,0,32.93,247
79,0,32.96,345
76,2,33.93,160
42,3,32.16,159
24,2,28.92,164
18,4,26.16,235
19,4,29.12,336
21,4,32.41,212
30,4,38.8,230
33,5,39.49,221
32,3,37.82,242
34,3,37.59,244
42,3,39.42,243
54,0,41.32,225
68,0,42.62,218
72,0,41.24,34
77,0,40.09,178
80,0,40.11,220
82,0,38.8,223
83,0,38.13,334
82,0,36.84,336
79,0,34.91,224
79,0,33.94,338
75,0,31.66,344
74,0,31.32,354
75,0,31.66,216
69,2,32.45,165
41,3,32.46,169
22,2,26.81,182
17,3,26.44,83
21,5.99,31.57,233
28,5.99,38.78,221
34,5,42.91,226
45,4,45.77,220
53,3,47.35,218
68,0,48.37,228
76,0,47.5,353
77,0,44.94,338
75,0,42.31,338
77,0,41.06,331
78,0,39.45,342
76,0,36.84,178
75,1,35.53,244
77,0,34.26,196
78,0,34.59,238
78,0,33.61,328
80,1,34.26,339
78,0,34.59,163
70,2,34.74,186
40,2,33.65,159
24,3,31.47,161
22,2,34.41,161
26,5,39.48,223
28,4,43.12,223
28,4,42.25,219
26,4,38.62,222
25,5,36.77,214
29,4,38.81,224
36,3,40.84,217
59,0,44.58,243
69,0,44.92,177
72,0,44.13,341
76,0,42.66,342
78,0,42.37,234
81,0,41.41,239
82,0,40.75,334
78,0,38.48,183
79,0,37.83,173
80,0,37.18,220
80,0,36.21,215
80,0,37.18,238
83,0,38.13,176
72,1,38.35,180
46,3,39.94,162
26,2,36.04,71
24,3,37.44,105
20,4,36.22,245
19,4,36.6,202
23,3,39.77,211
27,5,42.18,237
30,3,44.05,227
33,3,44.79,218
40,2,45.38,215
61,0,47.36,28
69,0,47.8,18
69,0,44.92,350
73,0,44.49,9
76,0,43.62,82
78,0,42.37,172
78,0,41.39,165
79,0,40.75,183
80,0,39.13,176
76,0,37.81,243
76,0,36.84,238
75,0,35.53,221
78,0,37.5,178
68,1,37.83,185
45,2,39.37,175
26,2,36.04,158
20,2,35.39,174
19,3,37.43,197
17,4,35.47,211
20,5,37.06,231
22,4,38.63,216
30,2,39.68,227
51,0,45.4,341
61,0,46.41,80
62,0,44,8
61,0,41.68,342
61,1,40.73,330
62,1,40.21,340
66,1,39.93,335
71,0,39.91,335
73,0,39.67,178
74,0,39.05,172
71,0,37.99,5
74,0,38.09,181
73,0,37.74,184
77,0,39.12,219
50,1,43.03,158
31,2,40.52,176
25,3,40.19,162
18,5,36.08,212
23,5,39.77,221
20,4,37.9,220
21,3,37.45,159
25,4,40.19,216
29,4,41.42,227
49,0,47.11,207
57,1,46.49,10
62,0,45.9,5
62,0,43.05,336
72,0,44.13,345
69,0,42.05,334
71,0,40.87,241
70,0,39.54,194
73,0,39.67,24
72,0,38.35,336
69,0,36.29,334
70,0,35.7,169
73,0,35.81,226
74,0,38.09,223
64,1,39.13,169
43,2,38.2,156
32,2,36.94,70
32,4,43.98,211
32,5,43.98,221
38,5,46.73,219
41,5.99,48.75,213
47,5.99,48.76,216
47,5,47.84,221
47,4,46.93,225
50,3,46.73,221
63,1,47.27,205
75,0,47.15,8
83,0,44.99,181
85,0,44.64,14
88,0,43.59,243
88,1,42.6,12
91,0,42.5,245
92,1,42.79,184
97,1,45.19,159
99,0,44.73,155
100,1,45,216
95,3,45.63,217
88,2,44.58,229
71,4,41.83,242
65,5,38.58,198
59,5,39.87,200
52,5,39.41,221
56,7,38.52,209
64,7,37.23,209
70,5.99,37.62,228
77,4,38.14,218
80,3,38.16,221
77,4,37.17,216
81,5,37.5,216
87,5,37.38,214
86,3,38.07,205
92,5,36.84,223
95,1,37.67,221
93,2,37.12,211
95,2,36.68,219
97,1,37.21,204
95,3,35.68,215
97,0,36.22,223
97,3,35.22,182
96,3,34.96,227
98,0,33.49,218
